gene,IR1_S64_L001,IR1_S64_L002,IR2_S65_L001,IR2_S65_L002,IR3_S66_L001,IR3_S66_L002,IR4_S67_L001,IR4_S67_L002,IR5_S68_L001,IR5_S68_L002,IR6_S69_L001,IR6_S69_L002,IR7_S70_L001,IR7_S70_L002,IR8_S71_L001,IR8_S71_L002,IR9_S72_L001,IR9_S72_L002,RN1_S55_L001,RN1_S55_L002,RN2_S56_L001,RN2_S56_L002,RN3_S57_L001,RN3_S57_L002,RN4_S58_L001,RN4_S58_L002,RN5_S59_L001,RN5_S59_L002,RN6_S60_L001,RN6_S60_L002,RN7_S61_L001,RN7_S61_L002,RN8_S62_L001,RN8_S62_L002,RN9_S63_L001,RN9_S63_L002
LOC_Os04g48160.MSUR7,23,18,21,20,28,24,9,0,0,18,8,5,92,90,75,65,79,79,16,17,24,16,29,32,26,24,37,29,36,34,79,55,115,97,43,38
LOC_Os04g48760.MSUR7,17,12,13,22,20,27,0,4,0,0,3,4,49,50,25,45,52,36,9,3,12,9,9,8,13,23,14,12,15,0,49,30,55,52,0,10
LOC_Os04g48880.MSUR7,14,15,15,20,5,7,5,0,5,5,0,0,32,24,30,36,23,18,21,17,24,12,16,15,30,26,18,19,20,19,35,31,28,15,28,20
LOC_Os04g49194.MSUR7,64,89,75,77,70,65,64,68,72,76,102,113,33,33,48,48,24,25,116,105,100,103,82,97,120,141,85,84,143,135,40,23,28,48,20,29
LOC_Os04g49210.MSUR7,16,24,12,19,12,6,4,10,9,18,9,4,45,50,64,82,36,43,32,34,27,44,37,70,14,22,15,10,14,15,9,20,14,13,9,18
LOC_Os04g51980.MSUR7,0,14,13,25,24,21,7,0,0,4,8,10,46,25,33,36,33,36,7,4,13,7,17,11,28,33,19,26,37,34,69,82,126,109,38,33
LOC_Os04g52780.MSUR7,24,11,19,28,15,14,4,8,11,3,3,4,72,70,64,82,75,90,12,7,4,9,24,10,10,17,16,15,12,15,46,31,49,67,16,27
LOC_Os04g53560.MSUR7,27,22,34,36,35,30,3,0,0,0,0,9,23,34,55,58,25,33,26,18,19,24,27,29,34,30,29,18,26,29,81,93,86,93,61,62
LOC_Os04g53606.MSUR7,13,21,9,11,9,13,13,7,8,8,7,0,6,9,10,11,11,8,3,4,7,9,19,5,7,13,7,8,4,5,0,2,2,3,2,0
LOC_Os04g53760.MSUR7,53,50,38,48,46,46,7,9,4,9,7,10,104,110,109,108,80,80,13,32,15,26,20,45,38,24,35,31,34,38,84,88,111,99,36,34
LOC_Os04g54564.MSUR7,10,17,11,7,6,9,5,0,1,3,3,2,23,31,36,18,20,22,9,12,14,4,10,13,17,9,7,6,5,15,26,37,26,26,22,19
LOC_Os04g54620.MSUR7,44,49,33,34,68,59,0,0,6,0,0,0,75,86,102,78,88,87,4,0,9,13,16,22,10,11,14,11,21,30,46,72,77,85,15,16
LOC_Os04g54810.MSUR7,7,16,8,13,19,18,0,3,0,0,0,0,69,53,67,82,45,34,3,7,0,9,21,20,10,13,14,18,21,16,73,68,127,111,29,22
LOC_Os04g55670.MSUR7,29,25,31,35,42,28,9,10,8,5,0,9,137,147,106,98,105,163,15,10,21,17,25,26,22,21,30,18,21,20,77,70,155,121,37,29
LOC_Os04g55740.MSUR7,180,186,184,169,171,197,138,142,188,183,120,110,140,134,235,205,100,75,270,244,227,227,201,187,291,246,197,158,184,197,99,78,59,49,83,91
LOC_Os04g56430.MSUR7,153,164,184,222,236,231,8,7,5,13,4,6,85,68,123,103,34,43,83,102,121,130,134,116,210,180,135,156,178,181,377,395,651,642,119,120
LOC_Os04g56800.MSUR7,49,50,34,37,35,26,26,31,15,15,11,18,50,68,52,44,44,46,23,17,21,25,25,0,24,0,11,0,0,0,45,36,47,41,32,24
LOC_Os04g56930.MSUR7,104,119,126,83,116,105,64,57,87,61,48,55,57,38,52,59,31,36,229,267,242,247,246,243,205,200,162,148,173,211,64,54,64,48,60,62
LOC_Os04g57140.MSUR7,10,12,15,17,26,14,0,0,0,0,5,8,23,23,30,25,28,25,4,6,6,14,20,8,17,16,12,8,9,19,21,20,26,34,8,9
LOC_Os04g57860.MSUR7,9,7,12,10,16,11,0,0,0,4,0,0,19,19,20,9,19,14,8,15,18,14,27,42,16,9,13,20,14,19,49,38,85,77,10,20
LOC_Os04g58090.MSUR7,5,21,15,7,7,8,7,7,4,8,8,9,15,13,26,26,16,12,31,31,36,36,22,23,10,13,9,10,13,19,16,8,10,4,5,10
LOC_Os04g58720.MSUR7,17,8,14,14,13,23,0,5,0,4,0,5,46,59,33,40,29,23,0,8,0,7,8,3,5,14,7,12,8,5,35,26,30,33,20,19
LOC_Os04g58860.MSUR7,95,94,83,62,98,90,19,30,17,17,27,11,202,240,226,252,197,191,63,41,74,62,89,78,84,85,74,67,51,89,126,124,176,215,104,85
LOC_Os04g59160.MSUR7,18,45,45,47,68,67,5,8,0,0,0,0,101,86,61,81,71,65,29,22,30,31,42,55,31,53,46,31,51,52,53,62,72,75,29,28
LOC_Os04g59330.MSUR7,70,69,63,80,102,96,14,24,6,16,19,16,230,238,243,232,173,237,34,37,59,47,70,67,47,83,51,47,42,56,186,199,340,414,100,119
LOC_Os05g01230.MSUR7,19,19,18,26,14,26,6,0,5,9,7,8,60,57,69,68,77,71,14,10,17,11,15,15,28,25,16,18,24,18,40,40,41,54,36,33
LOC_Os05g01380.MSUR7,14,11,4,9,15,6,9,9,6,5,3,3,27,22,36,30,17,26,0,0,2,2,2,4,10,3,6,5,4,4,0,1,2,2,4,2
LOC_Os05g01790.MSUR7,4,7,11,5,9,13,0,0,0,0,3,0,9,15,19,15,8,5,3,3,7,5,0,8,9,5,11,5,10,7,15,16,16,18,7,4
LOC_Os05g01810.MSUR7,76,65,74,87,140,114,9,13,9,11,18,13,159,180,204,177,144,144,22,19,53,32,58,71,60,52,40,51,46,50,113,126,177,160,82,74
LOC_Os05g02310.MSUR7,30,42,40,38,49,63,14,19,17,18,9,23,260,276,190,182,275,293,25,26,44,48,68,64,57,52,27,40,36,59,289,274,363,407,110,114
LOC_Os05g03174.MSUR7,41,35,42,48,49,55,0,4,14,8,0,5,126,159,137,142,139,105,5,7,25,18,31,15,25,23,18,22,24,23,120,106,136,143,42,47
LOC_Os05g04380.MSUR7,157,154,166,152,234,228,31,38,34,32,37,39,536,515,532,513,517,478,82,66,134,123,162,207,204,166,138,153,197,184,595,598,915,892,234,328
LOC_Os05g04440.MSUR7,25,18,25,26,26,32,0,0,0,0,0,7,16,29,80,62,14,14,36,44,32,36,52,52,55,50,41,48,41,44,192,183,358,368,82,93
LOC_Os05g04450.MSUR7,19,20,15,32,29,24,0,0,0,0,0,0,20,27,25,31,14,14,25,26,41,45,55,43,52,40,44,33,58,56,84,83,137,184,26,38
LOC_Os05g04470.MSUR7,20,21,27,29,39,41,0,3,0,0,5,8,37,40,57,65,20,25,10,14,21,16,19,30,34,26,31,36,19,31,86,72,135,104,21,19
LOC_Os05g04500.MSUR7,49,59,48,47,59,56,0,8,8,0,0,5,137,145,125,96,143,148,9,10,38,28,33,29,27,34,25,21,20,30,145,132,210,213,49,69
LOC_Os05g04820.MSUR7,15,16,11,13,14,18,0,4,0,0,0,0,30,41,38,37,27,26,0,8,12,7,15,16,17,15,10,15,20,17,31,39,55,43,22,26
LOC_Os05g06920.MSUR7,46,48,28,39,62,48,0,0,0,2,0,0,123,137,109,108,125,108,15,4,16,9,41,25,8,12,5,5,20,14,64,84,100,97,21,18
LOC_Os05g06940.MSUR7,29,45,34,51,54,63,5,16,19,13,14,10,148,144,158,117,110,120,15,28,38,20,43,42,18,31,22,28,24,37,85,86,97,86,59,59
LOC_Os05g07060.MSUR7,2,9,5,3,21,4,0,0,11,5,0,0,21,24,36,43,23,11,2,5,4,3,7,16,12,10,3,8,10,11,15,20,45,32,4,12
LOC_Os05g07120.MSUR7,18,39,23,32,36,33,9,0,9,7,10,4,34,38,50,43,33,34,31,39,33,33,38,48,49,34,29,18,27,43,14,13,14,20,9,10
LOC_Os05g07740.MSUR7,30,28,22,35,36,42,7,0,3,4,9,0,76,55,67,77,57,82,15,18,24,23,35,34,57,25,25,34,34,36,90,64,113,86,46,42
LOC_Os05g08370.MSUR7,132,124,124,117,135,132,40,33,44,42,39,31,476,527,409,466,464,435,55,51,95,82,96,131,122,102,74,95,96,90,311,367,520,479,171,155
LOC_Os05g08830.MSUR7,6,4,10,3,14,3,3,2,0,2,2,4,10,10,5,15,8,12,35,20,24,26,30,29,9,7,17,10,2,9,7,8,4,4,3,12
LOC_Os05g08860.MSUR7,4,8,6,9,19,8,3,2,3,3,0,3,8,9,10,12,9,2,20,17,15,14,9,8,7,0,2,0,6,7,8,5,5,0,4,3
LOC_Os05g08910.MSUR7,89,86,100,75,121,77,29,31,44,30,29,23,64,65,97,98,52,51,3,7,8,5,11,10,8,8,4,8,7,15,2,2,4,2,4,3
LOC_Os05g09440.MSUR7,0,0,0,19,8,5,16,10,18,15,0,0,67,61,75,71,49,34,19,14,20,20,17,21,5,12,4,14,11,10,38,21,27,37,26,15
LOC_Os05g11010.MSUR7,70,60,55,47,70,58,5,16,10,15,9,13,263,219,241,257,183,187,16,17,28,23,52,44,21,24,18,15,33,36,141,129,198,181,74,84
LOC_Os05g19030.MSUR7,21,28,27,30,31,43,0,0,0,0,16,0,48,45,53,44,37,37,10,22,28,19,14,17,31,32,0,13,30,19,52,60,87,84,26,25
LOC_Os05g19600.MSUR7,19,20,19,9,18,19,0,9,0,0,0,0,13,10,13,22,23,10,15,15,24,14,9,19,26,31,8,19,9,14,25,47,49,51,21,8
LOC_Os05g26940.MSUR7,3,2,4,3,5,5,0,3,4,2,5,5,6,13,18,13,21,17,0,1,4,0,0,5,2,2,3,5,4,0,12,9,24,25,6,3
LOC_Os05g27580.MSUR7,37,39,26,34,30,0,29,37,25,38,18,16,23,28,0,17,0,15,41,47,36,0,52,40,22,32,27,22,34,48,23,26,30,18,27,0
LOC_Os05g29810.MSUR7,13,16,11,21,14,13,9,18,12,0,7,9,99,105,116,95,124,107,7,0,0,3,10,4,0,4,3,7,9,5,9,9,11,8,8,5
LOC_Os05g31620.MSUR7,36,30,39,39,56,55,15,11,11,11,0,7,26,21,56,44,22,15,62,51,48,47,66,65,20,15,27,19,15,18,14,30,12,16,15,26
LOC_Os05g31750.MSUR7,50,61,63,56,57,88,7,9,4,6,0,7,218,196,236,227,179,161,32,35,37,48,68,47,44,37,38,32,36,39,169,157,267,228,65,71
LOC_Os05g32110.MSUR7,136,136,134,142,173,183,43,25,31,32,27,37,503,492,481,468,480,401,70,71,115,97,108,120,98,123,87,117,96,124,397,449,639,629,207,223
LOC_Os05g32350.MSUR7,18,24,9,8,29,24,0,0,4,4,0,3,15,24,20,25,18,20,0,0,6,0,8,11,14,11,5,16,13,14,24,25,29,31,14,9
LOC_Os05g32440.MSUR7,7,14,16,6,5,15,0,0,0,3,2,4,19,17,16,37,18,16,6,8,11,14,10,8,23,16,13,10,16,16,40,29,53,42,12,13
LOC_Os05g32960.MSUR7,4,8,6,7,4,7,0,0,0,2,2,0,18,21,23,24,15,12,5,2,5,0,9,5,3,2,0,2,9,4,10,23,40,23,14,12
LOC_Os05g33400.MSUR7,124,142,158,108,155,156,24,24,26,36,25,24,296,294,255,295,279,237,65,73,80,71,147,126,99,96,74,93,115,124,181,171,217,221,117,117
LOC_Os05g33690.MSUR7,9,8,9,10,24,25,4,0,2,0,2,2,25,21,21,47,23,28,3,9,9,4,8,14,23,13,5,8,12,10,21,20,36,42,4,9
LOC_Os05g33940.MSUR7,79,68,114,87,106,89,18,21,21,31,17,22,284,272,206,231,240,238,71,61,84,48,90,83,86,84,59,70,77,81,215,179,193,153,156,153
LOC_Os05g34150.MSUR7,24,29,27,26,41,36,0,0,0,12,8,0,43,41,49,57,36,33,8,11,18,9,4,7,14,16,14,15,15,9,18,21,34,44,18,18
LOC_Os05g35480.MSUR7,7,9,10,8,13,12,4,0,3,4,0,0,53,26,46,27,29,32,10,12,8,10,5,8,15,10,7,4,13,10,23,20,26,30,15,14
LOC_Os05g38500.MSUR7,14,16,14,14,22,10,4,5,2,2,2,2,38,22,35,30,19,28,2,10,5,7,13,9,10,7,10,12,15,11,31,18,33,30,9,17
LOC_Os05g38660.MSUR7,14,25,10,21,16,22,3,4,1,0,9,4,59,66,60,68,38,24,14,14,16,20,21,23,16,14,19,12,17,17,42,63,85,64,40,31
LOC_Os05g38720.MSUR7,7,4,10,5,13,12,4,8,7,4,0,0,47,57,34,38,32,34,5,5,3,7,7,14,5,10,2,10,7,10,41,39,41,41,19,23
LOC_Os05g41990.MSUR7,63,56,53,71,76,76,0,0,4,0,9,0,69,79,171,141,38,45,14,20,25,15,45,44,61,44,36,39,47,45,176,214,349,355,61,80
LOC_Os05g43690.MSUR7,31,29,36,35,51,66,4,0,0,0,4,4,117,111,112,101,87,76,19,16,21,13,14,15,30,16,18,25,33,18,82,91,115,128,29,33
LOC_Os05g43895.MSUR7,136,130,139,113,101,120,37,58,41,51,44,49,50,49,75,81,28,30,133,141,170,130,167,178,125,148,120,134,165,156,25,28,18,15,28,21
LOC_Os05g43940.MSUR7,290,288,274,250,281,342,34,41,53,59,9,9,460,415,394,340,517,466,30,41,44,40,56,48,23,28,25,16,29,13,108,107,179,211,50,52
LOC_Os05g44300.MSUR7,22,13,30,24,17,19,0,0,0,5,4,0,38,22,40,38,21,30,20,10,42,23,17,31,16,20,16,21,0,18,19,27,29,20,14,0
LOC_Os05g44400.MSUR7,11,5,12,0,23,11,0,4,0,4,0,3,27,21,21,23,21,21,14,12,5,4,11,13,4,7,9,7,7,13,16,24,18,26,0,4
LOC_Os05g44930.MSUR7,13,14,13,15,9,13,5,0,0,0,0,0,10,17,16,18,8,7,8,4,5,8,9,10,13,0,10,7,16,8,11,25,29,30,8,10
LOC_Os05g45110.MSUR7,21,27,19,20,27,34,3,3,3,3,0,4,29,34,41,30,31,24,7,10,7,9,22,15,10,12,5,8,19,15,46,40,41,45,30,26
LOC_Os05g45210.MSUR7,28,36,36,36,36,31,13,7,11,9,5,10,99,112,123,101,57,77,24,15,16,19,32,25,31,24,12,32,26,35,79,71,102,69,40,51
LOC_Os05g45460.MSUR7,13,15,7,9,18,24,0,0,5,4,0,0,38,38,34,37,15,31,0,9,0,8,8,13,17,30,15,12,25,19,38,44,66,55,25,26
LOC_Os05g48200.MSUR7,17,9,14,17,12,9,0,10,8,9,13,11,5,0,3,10,10,0,18,7,18,17,20,23,0,21,8,20,13,19,14,18,0,13,19,4
LOC_Os05g48270.MSUR7,18,31,31,23,27,26,0,0,0,0,0,0,83,94,62,79,63,80,5,17,12,13,20,21,17,13,13,9,26,25,99,88,152,166,44,40
LOC_Os05g48740.MSUR7,168,191,176,174,161,150,123,98,125,155,24,23,11,18,27,23,11,8,54,59,56,41,35,61,51,61,61,41,54,51,26,21,21,10,28,32
LOC_Os05g48890.MSUR7,18,12,6,14,22,18,3,3,0,0,0,2,30,50,63,61,20,17,7,4,5,8,8,9,14,25,11,9,7,15,45,56,84,45,16,10
LOC_Os05g48900.MSUR7,85,90,95,108,116,132,14,8,20,12,9,13,491,415,591,617,376,349,51,35,68,56,93,76,104,106,76,74,82,82,417,449,651,707,195,158
LOC_Os05g50500.MSUR7,8,4,10,7,8,10,0,4,0,0,0,3,19,9,14,14,9,10,7,8,12,5,5,4,3,3,7,10,8,4,23,22,50,47,10,10
LOC_Os05g50720.MSUR7,9,7,2,4,8,8,5,13,9,15,5,3,5,9,14,13,7,4,9,5,8,8,14,7,7,2,0,2,5,5,0,0,5,3,4,5
LOC_Os05g50910.MSUR7,15,10,13,13,19,16,8,0,0,0,0,0,39,41,46,29,50,49,9,5,5,8,10,10,14,10,10,12,20,7,27,32,67,47,11,14
LOC_Os06g02019.MSUR7,53,55,44,43,42,34,35,44,57,60,34,41,29,28,23,29,32,24,26,25,33,20,20,15,57,71,51,45,73,45,45,41,36,22,30,31
LOC_Os06g02210.MSUR7,192,149,158,161,253,262,20,13,19,18,18,28,417,409,394,464,384,374,69,58,111,94,179,182,112,101,63,77,87,112,312,322,436,408,127,163
LOC_Os06g02530.MSUR7,2,3,7,8,12,10,0,0,4,2,0,0,30,35,19,22,21,15,9,9,4,2,4,2,0,5,2,5,3,5,22,21,45,32,27,7
LOC_Os06g03520.MSUR7,156,142,132,139,121,126,154,142,197,206,118,97,175,191,151,152,175,158,57,43,49,44,83,71,68,56,82,52,84,71,26,29,13,10,15,18
LOC_Os06g03640.MSUR7,14,15,30,23,45,33,3,5,0,0,3,0,93,100,75,97,76,70,7,13,15,23,10,19,26,26,10,14,16,17,78,57,114,133,37,49
LOC_Os06g03670.MSUR7,0,4,5,5,8,5,5,3,2,2,2,2,45,59,74,65,35,25,11,7,11,9,9,11,3,4,2,8,9,5,26,20,17,30,24,35
LOC_Os06g04090.MSUR7,31,26,12,15,20,25,7,13,5,8,0,0,111,118,95,129,98,100,5,4,5,9,0,4,14,24,13,15,13,0,44,62,59,69,43,40
LOC_Os06g04230.MSUR7,135,133,116,160,189,186,38,54,36,49,28,24,97,105,119,115,49,67,152,144,165,188,150,161,68,54,51,54,75,76,60,62,61,65,62,60
LOC_Os06g04240.MSUR7,25,28,34,13,35,25,13,9,11,23,4,7,33,25,26,38,21,23,51,61,52,46,62,49,14,19,10,12,13,20,19,15,19,21,10,29
LOC_Os06g04870.MSUR7,30,48,42,25,38,36,0,0,14,9,8,5,87,60,61,64,51,59,8,7,6,10,9,11,10,16,9,14,16,16,39,51,58,66,26,33
LOC_Os06g05510.MSUR7,0,2,2,5,3,7,2,4,2,0,0,0,18,13,15,8,10,22,12,15,18,14,20,14,7,4,0,0,7,11,8,5,7,5,8,7
LOC_Os06g05940.MSUR7,28,12,24,15,30,18,16,10,25,18,5,12,0,10,0,13,0,8,14,15,16,17,12,23,0,25,13,5,19,20,26,14,0,15,5,10
LOC_Os06g06250.MSUR7,76,74,115,70,126,118,7,0,17,10,21,12,142,150,242,203,163,149,19,24,50,42,67,74,88,88,45,60,91,72,129,133,257,282,59,80
LOC_Os06g06480.MSUR7,10,7,13,9,11,15,0,10,15,9,13,8,0,7,0,12,0,11,8,10,7,13,11,0,17,18,23,17,16,20,17,14,13,20,16,12
LOC_Os06g07932.MSUR7,0,11,14,22,16,19,14,15,18,20,22,14,13,23,15,6,20,10,14,21,18,16,24,17,6,10,7,12,8,12,0,0,0,7,5,0
LOC_Os06g08032.MSUR7,8,15,16,18,15,12,10,14,19,20,15,16,14,13,7,11,12,22,15,21,13,14,25,24,11,0,9,13,5,9,13,0,0,9,5,5
LOC_Os06g08080.MSUR7,126,120,101,133,215,164,37,38,35,43,57,51,496,578,512,536,414,382,88,62,83,100,134,152,147,137,124,137,142,133,539,516,816,906,227,192
LOC_Os06g08180.MSUR7,9,9,22,12,24,11,0,6,0,4,0,0,23,24,15,24,18,36,9,10,0,8,10,7,16,16,8,14,10,14,19,23,37,27,0,27
LOC_Os06g08470.MSUR7,17,24,15,13,18,29,0,0,0,9,0,0,22,25,23,26,22,30,4,4,13,9,11,20,11,6,12,5,12,11,14,16,26,42,10,13
LOC_Os06g08640.MSUR7,23,19,12,28,11,28,11,6,13,18,6,11,119,157,130,162,87,91,12,6,11,15,17,7,29,31,24,16,25,13,50,47,77,69,23,19
LOC_Os06g08680.MSUR7,6,4,0,4,4,2,3,8,2,4,2,4,3,4,14,8,2,0,10,10,8,6,10,10,12,11,10,10,8,15,0,4,0,0,2,5
LOC_Os06g10670.MSUR7,9,4,18,12,10,6,0,0,0,7,3,0,37,31,35,19,28,41,7,3,7,6,10,14,4,9,12,9,4,4,20,24,22,23,9,7
LOC_Os06g10750.MSUR7,794,752,740,737,836,831,420,428,443,437,405,394,220,202,295,242,173,172,76,74,80,92,122,108,210,188,175,125,150,176,31,49,55,38,14,16
LOC_Os06g10790.MSUR7,10,5,11,15,8,9,6,16,8,9,5,7,4,5,5,3,5,8,7,5,9,8,11,12,6,8,10,19,12,23,14,6,4,7,6,4
LOC_Os06g11290.MSUR7,18,28,24,19,23,27,7,14,10,17,5,0,121,123,241,242,82,84,55,43,63,36,42,47,31,24,22,14,13,13,65,68,53,60,107,83
LOC_Os06g11500.MSUR7,86,85,57,65,83,78,14,0,17,23,21,0,232,247,256,212,221,224,45,35,55,45,105,74,96,91,70,94,90,71,314,298,470,452,131,141
LOC_Os06g11760.MSUR7,9,8,9,7,8,8,0,0,0,3,2,4,14,13,17,21,15,15,4,5,2,3,2,4,5,0,2,3,4,9,19,9,8,9,20,18
LOC_Os06g12320.MSUR7,13,17,17,12,13,4,0,4,0,5,7,0,37,31,42,53,23,30,3,0,7,10,0,7,21,22,0,7,8,19,34,30,45,36,32,18
LOC_Os06g12310.MSUR7,26,24,33,28,53,46,4,0,0,0,0,0,42,48,75,83,48,49,30,17,31,37,63,60,55,50,42,26,36,42,105,123,156,164,35,44
LOC_Os06g12610.MSUR7,24,29,32,22,32,52,10,9,0,0,0,9,111,94,81,91,118,85,10,0,12,28,25,25,26,25,0,24,19,24,35,35,37,55,24,21
LOC_Os06g12740.MSUR7,18,12,7,9,10,13,9,9,10,10,9,3,35,62,41,34,31,36,0,0,0,4,0,0,9,4,7,7,7,0,21,22,17,39,4,4
LOC_Os06g13600.MSUR7,20,15,4,10,19,33,0,3,0,0,0,5,30,22,42,40,15,30,0,13,5,5,7,14,13,13,8,5,14,17,21,12,36,40,15,16
LOC_Os06g13830.MSUR7,0,5,3,7,7,14,0,5,4,0,0,0,38,23,29,31,18,19,9,9,8,11,14,11,5,10,3,3,5,4,21,26,26,48,11,12
LOC_Os06g14030.MSUR7,23,16,17,11,15,17,0,4,4,5,0,3,35,28,21,31,33,19,10,16,26,16,10,18,14,15,21,17,11,14,35,30,21,35,14,23
LOC_Os06g15370.MSUR7,24,43,28,46,46,52,19,14,7,6,8,3,144,166,129,122,126,128,23,25,33,47,59,86,52,79,60,61,52,61,121,128,191,171,65,61
LOC_Os06g15620.MSUR7,16,10,6,6,23,36,0,4,0,4,0,0,39,48,64,46,28,25,15,14,14,16,22,15,33,27,29,21,28,24,56,55,88,78,25,29
LOC_Os06g16170.MSUR7,23,15,15,23,24,37,24,23,43,42,14,16,12,0,7,8,10,14,12,9,14,25,15,15,23,24,21,17,18,17,12,10,5,8,14,14
LOC_Os06g16350.MSUR7,38,45,32,27,29,31,14,13,13,8,8,11,66,74,54,50,74,72,14,21,26,30,58,48,97,81,87,83,98,80,236,231,372,356,80,71
LOC_Os06g17490.MSUR7,4,2,4,2,2,12,0,3,2,0,2,2,16,18,10,17,20,23,4,4,5,3,4,8,2,13,6,8,3,7,18,14,27,25,7,5
LOC_Os06g20150.MSUR7,19,25,21,32,36,33,0,0,0,0,5,3,33,39,50,55,19,18,26,19,31,38,30,40,38,45,32,29,29,22,98,78,184,149,41,49
LOC_Os06g21950.MSUR7,8,8,10,8,10,13,18,13,9,14,7,5,10,10,0,12,0,8,29,36,31,35,27,13,13,3,21,7,10,14,29,30,20,21,10,7
LOC_Os06g22030.MSUR7,18,17,33,15,24,13,13,20,42,14,14,7,56,45,40,39,27,45,0,4,0,7,0,0,3,11,4,0,9,12,14,14,20,26,11,15
LOC_Os06g22810.MSUR7,24,25,17,31,36,13,0,0,8,5,0,7,27,33,33,47,46,33,16,7,15,17,15,12,16,22,19,14,15,13,42,36,53,58,13,33
LOC_Os06g22919.MSUR7,11,14,20,13,13,20,5,5,0,0,0,0,10,22,17,20,21,16,24,19,32,33,39,40,32,36,30,32,44,63,84,84,68,61,36,66
LOC_Os06g29730.MSUR7,1226,1271,1099,1047,998,960,1506,1345,1657,1626,1340,1427,223,213,304,343,174,159,2003,2071,2195,2298,2243,2052,2394,2440,1870,1878,2398,2488,388,417,304,305,375,298
LOC_Os06g30730.MSUR7,10,6,9,5,17,10,3,2,0,2,2,0,15,26,20,10,10,11,5,8,8,6,4,10,18,15,9,14,21,9,32,15,34,30,8,11
LOC_Os06g31890.MSUR7,400,403,413,366,737,702,12,12,18,21,15,29,1065,1058,405,446,1130,1144,55,66,98,90,157,162,108,129,100,97,120,118,170,175,258,241,57,64
LOC_Os06g31930.MSUR7,806,839,760,741,1345,1313,47,52,52,62,66,56,2141,2105,1276,1232,2184,2087,183,211,315,299,489,490,338,362,322,290,418,369,573,576,778,767,185,219
LOC_Os06g31960.MSUR7,823,832,750,761,1298,1278,52,54,42,56,77,59,2010,2184,1204,1238,2065,2118,191,206,288,270,481,509,346,358,264,270,415,406,583,567,824,810,175,207
LOC_Os06g32020.MSUR7,1290,1259,1053,1104,1914,1854,109,88,102,71,91,92,2846,2998,1741,1746,2956,2919,347,294,489,485,864,917,610,680,588,565,867,773,1010,1021,1457,1420,404,374
LOC_Os06g32160.MSUR7,237,262,241,252,459,442,0,0,9,5,9,13,1010,1024,517,471,973,1018,148,185,229,221,373,406,263,250,212,194,355,295,400,371,553,593,143,123
LOC_Os06g32200.MSUR7,395,393,378,353,720,752,14,19,0,11,14,21,1125,1087,439,424,1072,1144,78,70,106,112,170,165,138,118,130,87,122,164,179,192,260,271,79,72
LOC_Os06g32240.MSUR7,751,721,718,709,1198,1262,49,47,42,45,43,58,1941,1936,1139,1120,1891,2015,185,166,239,291,448,456,317,311,308,229,379,356,480,524,654,706,172,153
LOC_Os06g33880.MSUR7,45,68,67,56,42,76,6,3,7,13,7,11,79,77,113,135,86,75,35,20,34,43,40,53,47,63,48,42,63,31,74,84,88,111,65,65
LOC_Os06g34120.MSUR7,16,5,14,15,28,22,0,4,0,0,0,5,36,41,34,37,34,16,8,10,11,11,18,13,21,16,12,12,22,23,71,53,54,59,19,23
LOC_Os06g34650.MSUR7,3,8,3,7,10,10,3,2,0,2,3,3,11,19,16,5,9,4,0,5,1,4,1,2,8,9,9,5,8,5,17,12,20,20,10,11
LOC_Os06g35140.MSUR7,0,18,10,12,11,22,0,0,9,0,0,0,28,32,41,31,25,25,16,14,24,18,29,18,11,11,14,7,11,5,30,29,38,34,31,19
LOC_Os06g35480.MSUR7,28,38,26,14,34,38,8,0,0,0,0,0,57,49,26,25,63,74,16,16,20,25,23,20,10,22,18,10,14,14,17,12,12,28,7,4
LOC_Os06g35520.MSUR7,242,246,308,273,387,404,13,24,19,23,10,30,224,251,278,208,203,246,188,207,252,272,406,428,313,339,259,269,309,309,343,364,494,478,204,182
LOC_Os06g35700.MSUR7,86,85,87,94,78,87,44,50,46,47,29,30,48,55,106,100,20,26,65,67,62,59,94,87,76,53,59,59,62,58,7,22,42,30,29,23
LOC_Os06g37224.MSUR7,18,14,0,10,17,17,25,15,26,22,26,20,13,13,5,15,8,13,8,7,0,15,17,19,10,23,10,12,19,23,0,9,13,21,10,6
LOC_Os06g37300.MSUR7,10,10,12,3,8,12,17,13,15,24,23,11,23,37,22,21,31,34,21,23,18,19,22,19,9,11,5,13,9,0,0,0,0,0,5,0
LOC_Os06g38960.MSUR7,28,27,37,27,52,74,5,0,4,7,0,0,112,109,115,110,132,131,10,12,25,24,42,45,47,59,41,33,40,41,146,124,249,207,50,41
LOC_Os06g39110.MSUR7,3112,3199,2786,2822,2653,2651,2224,2001,2107,2137,1841,1943,626,629,655,713,519,583,2211,2326,2098,2073,2155,2298,2041,2078,1714,1659,2048,1950,382,362,388,364,269,332
LOC_Os06g39120.MSUR7,1767,1821,1593,1649,1807,1863,1107,1196,1309,1280,969,919,381,355,439,451,338,313,1101,1078,915,883,919,898,1075,1126,865,869,1026,981,134,126,101,91,140,135
LOC_Os06g39260.MSUR7,15,13,22,26,25,20,20,13,15,20,17,10,134,132,165,171,111,121,62,58,51,57,47,53,54,54,43,38,37,28,87,93,91,98,47,53
